dataset,model,protocol,method,representation,accuracy,macro_f1,brier,nll,ece_15,confidence_gap,mean_confidence,overconfidence_positive_gap,overconfidence_negative_gap,aurc,error,n_subjects_total,n_subjects_available_accuracy,n_subjects_available_macro_f1,n_subjects_available_brier,n_subjects_available_nll,n_subjects_available_ece_15,n_subjects_available_confidence_gap,n_subjects_available_mean_confidence,n_subjects_available_overconfidence_positive_gap,n_subjects_available_overconfidence_negative_gap,n_subjects_available_aurc,n_subjects_available_error
wisdm_watch_accel,hist_gradient_boosting,sample_mixed,iso,V1_official_features,0.8444426431149553,0.8362117601253197,0.2227594084909219,0.6167296495058848,0.04496631984055737,0.014539291772272174,0.8589819348872275,0.019029207418539296,-0.004489915646267122,0.037409840881787365,0.15555735688504466,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,hist_gradient_boosting,sample_mixed,raw,V1_official_features,0.8455064630993534,0.8375896967065429,0.22423148181965302,0.525544648431063,0.052637847198212906,0.03990129668282214,0.8854077597821757,0.04035973830292819,-0.0004584416201060415,0.03709244642770683,0.15449353690064652,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,hist_gradient_boosting,sample_mixed,temp,V1_official_features,0.8455064630993534,0.8375896967065429,0.22042052428042172,0.5054119086748582,0.045308449979609616,0.00476795810469046,0.8502744212040441,0.013255246686135074,-0.008487288581444612,0.036922163969471546,0.15449353690064652,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,hist_gradient_boosting,subject_disjoint,iso,V1_official_features,0.6418640368284766,0.6190691257308394,0.4783438439087241,1.518041233362631,0.10145238410990634,0.026046021702191616,0.6679100585306681,0.049077865060733146,-0.023031843358541533,0.18029071592965085,0.3581359631715235,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,hist_gradient_boosting,subject_disjoint,raw,V1_official_features,0.6420888682362667,0.6236584037425417,0.5298645011205964,1.4832259053056434,0.18434900548064706,0.18134860056350774,0.8234374687997744,0.18134860056350774,0.0,0.18263452837652278,0.35791113176373324,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,hist_gradient_boosting,subject_disjoint,temp,V1_official_features,0.6420888682362667,0.6236584037425417,0.48051207465188817,1.2142556556129611,0.1230149861868503,-0.011094488840768251,0.6309943793954985,0.04425447295352489,-0.05534896179429313,0.1819691580024831,0.35791113176373324,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,logistic,sample_mixed,iso,V1_official_features,0.7094924580118497,0.690622969479795,0.40041385584455597,1.0158728223230817,0.0818510039028908,-0.0007935765374618958,0.7086988814743878,0.02401870474702652,-0.024812281284488414,0.12104417212704416,0.2905075419881504,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,logistic,sample_mixed,raw,V1_official_features,0.7114334053260536,0.6913666089375196,0.40135775070333707,0.9371671824565879,0.08836985871578448,-0.03464079209827614,0.6767926132277775,0.011979922403497403,-0.04662071450177355,0.12016318216031839,0.2885665946739464,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,logistic,sample_mixed,temp,V1_official_features,0.7114334053260536,0.6913666089375196,0.4013134585539242,0.9372159907300578,0.08869676524053766,-0.034095304249315714,0.6773381010767379,0.012110972418749779,-0.046206276668065496,0.12017982021090472,0.2885665946739464,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,logistic,subject_disjoint,iso,V1_official_features,0.5993610963741313,0.5684273432216527,0.557354673629622,1.8968355880794985,0.1615827786441769,-0.010287156022139345,0.5890739403519919,0.05854903096614305,-0.0688361869882824,0.23560612058871602,0.40063890362586885,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,logistic,subject_disjoint,raw,V1_official_features,0.6069749889450108,0.5792705180068721,0.5535911092705992,1.813025108229341,0.1438767398438454,0.08983760058050448,0.6968125895255153,0.10299347102133881,-0.013155870440834327,0.23082716462201852,0.39302501105498927,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,logistic,subject_disjoint,temp,V1_official_features,0.6069749889450108,0.5792705180068721,0.6017569755321639,1.563938462606316,0.2343599180294241,-0.15119029625206812,0.4557846926929426,0.03250953952446452,-0.18369983577653265,0.23598201666313995,0.39302501105498927,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,random_forest,sample_mixed,iso,V1_official_features,0.8208510219279147,0.8117591974580659,0.25339339571313085,0.6682126299240657,0.05662050740778565,-0.015268234713530582,0.805582787214384,0.006921795613531314,-0.022190030327061894,0.04691916008249273,0.17914897807208535,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,random_forest,sample_mixed,raw,V1_official_features,0.8221199741995865,0.8112716989637682,0.2897485309975088,0.7040710973082059,0.15598193749096104,-0.15218947946823508,0.6699304947313515,0.0,-0.15218947946823508,0.04734521640212707,0.1778800258004135,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,random_forest,sample_mixed,temp,V1_official_features,0.8221199741995865,0.8112716989637682,0.2527367846126927,0.6084712899063052,0.05953629658598916,-0.030334799414234934,0.7917851747853516,0.002605796138433335,-0.03294059555266827,0.04662005537153517,0.1778800258004135,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,random_forest,subject_disjoint,iso,V1_official_features,0.6347213239399574,0.610093690101295,0.48426706516852547,1.4598290112648544,0.12280745358554707,-0.01718446579286075,0.6175368581470967,0.035426177381389784,-0.052610643174250536,0.18189017962746387,0.36527867606004255,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,random_forest,subject_disjoint,raw,V1_official_features,0.6412795656144985,0.6201651543479794,0.4894384478606263,1.4903064972610764,0.14121196302858233,-0.07463107056386165,0.5666484950506369,0.02196497271196093,-0.09659604327582258,0.18402048196760165,0.3587204343855015,50,50,50,50,50,50,50,50,50,50,50,50
wisdm_watch_accel,random_forest,subject_disjoint,temp,V1_official_features,0.6412795656144985,0.6201651543479794,0.5646127871514968,1.5036704761663946,0.22809752570334016,-0.1789839152789664,0.46229565033553205,0.013407809401402118,-0.19239172468036847,0.187289730943818,0.3587204343855015,50,50,50,50,50,50,50,50,50,50,50,50
