dataset,model,protocol,method,target_coverage,coverage,selective_error,full_error,n_subjects_total,n_subjects_available_coverage,n_subjects_available_selective_error,n_subjects_available_full_error
uci_har,hist_gradient_boosting,leakage_reduced_mixed,iso,0.5,0.8191754722721867,0.005277593375641987,0.040001048827445124,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,iso,0.6,0.8191754722721867,0.005277593375641987,0.040001048827445124,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,iso,0.7,0.8191754722721867,0.005277593375641987,0.040001048827445124,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,iso,0.8,0.8281506327990544,0.005626104121935157,0.040001048827445124,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,iso,0.9,0.9037410900753937,0.009333759450909447,0.040001048827445124,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,iso,1.0,0.9996870189260164,0.039794616555267844,0.040001048827445124,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,raw,0.5,0.49303965082084217,0.0,0.0371858158325099,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,raw,0.6,0.5916963244742204,0.0003606141710100014,0.0371858158325099,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,raw,0.7,0.7023334334112257,0.0012685416148833096,0.0371858158325099,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,raw,0.8,0.8024519599500959,0.0036384245155421787,0.0371858158325099,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,raw,0.9,0.896226712992559,0.01115268124966079,0.0371858158325099,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,raw,1.0,0.9991698032172386,0.03669085480832482,0.0371858158325099,30,30,30,30
uci_har,hist_gradient_boosting,leakage_reduced_mixed,temp,0.5,0.4943824146644466,0.0,0.0371858158325099,30,30,30,30
