family,scope,dataset_scope,model_scope,effect,estimand,kind,n_subjects_total,n_subjects_available,n_subjects_unavailable,n_datasets_total,n_datasets_available,n_seeds_expected,n_models_expected,n_models_available_min,n_models_available_max,model_availability_policy,n_seeds_available_min,n_seeds_available_max,draws,estimate,ci_low,ci_high,n_subjects,n_datasets,sign_flip_two_sided_p,undefined_reason,estimand_population,holm_adjusted_p,multiplicity_family,n_hypotheses_planned,n_hypotheses_testable
expanded_secondary,model,all,logistic,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,3.218511906508781,3.071602078989885,3.3690255104998883,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,random_forest,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,2.8833931595430533,2.6994224787564827,3.07562097657643,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,extra_trees,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,2.7349656394345843,2.565348595403524,2.9111193997623053,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,hist_gradient_boosting,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,4.781642778424465,4.448891469225003,5.128878990627962,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,cnn1d,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,4.163241530855946,3.9913319309699076,4.346551923753899,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,logistic,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,1.2789313415747918,1.1851235961610844,1.3836659477764517,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,random_forest,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,1.2885683912946047,1.2064105961222673,1.3774720799470046,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,extra_trees,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,1.1772750839110273,1.108763751194373,1.2503145840030314,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,hist_gradient_boosting,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,2.3900114016994256,2.1596622266249343,2.61935204434041,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,cnn1d,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,2.3113663788348684,2.14589146146312,2.479385354206919,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,logistic,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,5.15809247144277,4.885813976717021,5.4372392444037025,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,random_forest,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,4.478217927791502,4.128525440859586,4.858275430766057,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,extra_trees,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,4.292656194958141,3.97750816758662,4.6428501278856995,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,hist_gradient_boosting,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,7.173274155149504,6.552020006314163,7.847609273922364,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,cnn1d,aps_a0.2_mean_size,aps_a0.2_mean_size,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,6.015116682877024,5.717265289876319,6.336796072248643,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,logistic,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,9,10,5000,0.11321677772593032,0.0834737097506089,0.14733390931137555,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,random_forest,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,1,10,5000,0.08925364798936208,0.06833643303808032,0.11565479125949792,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,extra_trees,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,3,10,5000,0.08571727795020176,0.0659607084999318,0.1115656954091745,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,hist_gradient_boosting,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,80,80,0,2,2,10,1,1,1,all_required_models,2,10,5000,0.05220228363329924,0.036745904582966775,0.07171867246360877,80,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,cnn1d,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,80,79,1,2,2,10,1,0,1,all_required_models,0,10,5000,0.09050610622680473,0.06538552013254965,0.11896572755141477,79,2,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,logistic,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.03441077557721089,0.013891860383939442,0.0672933447789816,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,random_forest,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.08617724875804188,0.05866181185744147,0.11603908166243342,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,extra_trees,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.06681237719569702,0.04587892931956473,0.08928870168332863,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,hist_gradient_boosting,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.011379320116107473,0.0012546951170782387,0.02717671658008059,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,cnn1d,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,30,30,0,1,1,10,1,1,1,all_required_models,9,10,5000,0.019437152600965728,0.006106163086297648,0.03677158744641328,30,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,logistic,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,9,10,5000,0.19202277987464975,0.14070949888993334,0.25126150969434907,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,random_forest,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,1,10,5000,0.0923300472206823,0.06347673600754597,0.13574599703209078,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,extra_trees,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,3,10,5000,0.10462217870470651,0.07182118096762027,0.15116696181540268,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,hist_gradient_boosting,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,50,50,0,1,1,10,1,1,1,all_required_models,2,10,5000,0.09302524715049101,0.06570854628978809,0.13120686363457723,50,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,cnn1d,aps_a0.2_singleton_error,aps_a0.2_singleton_error,descriptive,50,49,1,1,1,10,1,0,1,all_required_models,0,10,5000,0.16157505985264373,0.11236550431851486,0.21564777034530327,49,1,,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,logistic,calibration_iso_brier,calibration_iso_brier,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,0.005859423159098538,-0.0035209840137148266,0.014837080345412552,80,2,0.22415516896620677,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,random_forest,calibration_iso_brier,calibration_iso_brier,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.008438056922175205,-0.014826942994999466,-0.0016545313882446113,80,2,0.016396720655868825,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,extra_trees,calibration_iso_brier,calibration_iso_brier,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.0213213224466317,-0.028400675377758373,-0.013680413534573362,80,2,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,hist_gradient_boosting,calibration_iso_brier,calibration_iso_brier,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.02838918010488182,-0.04060577386426095,-0.017827455616682742,80,2,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,cnn1d,calibration_iso_brier,calibration_iso_brier,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,0.0009600443832269261,-0.006511991434474428,0.008519165175666412,80,2,0.8134373125374925,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,logistic,calibration_iso_brier,calibration_iso_brier,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.007955281959174226,-0.00017665890961656236,0.016101551797627046,30,1,0.06898620275944811,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,random_forest,calibration_iso_brier,calibration_iso_brier,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.011704731152249606,-0.02340787461302101,0.0007551363352430791,30,1,0.07758448310337933,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,extra_trees,calibration_iso_brier,calibration_iso_brier,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.03685989815883906,-0.050644261143382545,-0.02214554675697153,30,1,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,hist_gradient_boosting,calibration_iso_brier,calibration_iso_brier,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.005257702997891362,-0.015839240686349232,0.00467251737863614,30,1,0.3213357328534293,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,cnn1d,calibration_iso_brier,calibration_iso_brier,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.011352477248565227,7.386441585431955e-05,0.02351610913927427,30,1,0.0691861627674465,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,logistic,calibration_iso_brier,calibration_iso_brier,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.0037635643590228497,-0.01382090733225642,0.019079725375559853,50,1,0.6574685062987402,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,random_forest,calibration_iso_brier,calibration_iso_brier,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.005171382692100804,-0.009648992895350313,-0.0008453819063865784,50,1,0.02499500099980004,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,extra_trees,calibration_iso_brier,calibration_iso_brier,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.00578274673442434,-0.010287127258291113,-0.0014929637151613756,50,1,0.014997000599880024,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,hist_gradient_boosting,calibration_iso_brier,calibration_iso_brier,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.051520657211872274,-0.07417145284415586,-0.03278910675015222,50,1,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,cnn1d,calibration_iso_brier,calibration_iso_brier,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.009432388482111375,-0.019525632715267357,-0.0008101252955013888,50,1,0.047190561887622474,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,logistic,calibration_iso_ece_15,calibration_iso_ece_15,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,0.01393130900147909,0.002818112654529786,0.02430611954876108,80,2,0.015596880623875225,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,random_forest,calibration_iso_ece_15,calibration_iso_ece_15,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.03517173355832602,-0.045341209673564184,-0.024203124251540288,80,2,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,extra_trees,calibration_iso_ece_15,calibration_iso_ece_15,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.059363477282287476,-0.07066453641274101,-0.04666222779448948,80,2,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,hist_gradient_boosting,calibration_iso_ece_15,calibration_iso_ece_15,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.04388016706237831,-0.05529396696744129,-0.03307917507124605,80,2,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,cnn1d,calibration_iso_ece_15,calibration_iso_ece_15,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,0.005755918646325831,-0.0017418934942302327,0.013154048060233375,80,2,0.14477104579084182,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,logistic,calibration_iso_ece_15,calibration_iso_ece_15,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.0101565792026267,0.004258637975265377,0.016496452264784408,30,1,0.0009998000399920016,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.10897820435912817,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,random_forest,calibration_iso_ece_15,calibration_iso_ece_15,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.0519389576736168,-0.06998387218066508,-0.031931785688420526,30,1,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,extra_trees,calibration_iso_ece_15,calibration_iso_ece_15,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.09849525360333601,-0.11935494723612487,-0.07530757458102466,30,1,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,hist_gradient_boosting,calibration_iso_ece_15,calibration_iso_ece_15,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.004863712754015882,-0.012474991252701661,0.0022807889902828997,30,1,0.20275944811037794,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,cnn1d,calibration_iso_ece_15,calibration_iso_ece_15,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.009580362382263766,-0.0014987250282194069,0.020764149816641254,30,1,0.10637872425514897,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,logistic,calibration_iso_ece_15,calibration_iso_ece_15,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.017706038800331482,-0.004400164082462251,0.03791526660931812,50,1,0.10077984403119376,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,random_forest,calibration_iso_ece_15,calibration_iso_ece_15,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.018404509443035247,-0.027519640484433828,-0.009286553359450967,50,1,0.0003999200159968006,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,extra_trees,calibration_iso_ece_15,calibration_iso_ece_15,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.02023170096123894,-0.029270009929283847,-0.011357328661785777,50,1,0.0003999200159968006,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,hist_gradient_boosting,calibration_iso_ece_15,calibration_iso_ece_15,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.08289662137074073,-0.10518612122739736,-0.06305297511793126,50,1,0.0001999600079984003,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,wisdm_watch_accel,cnn1d,calibration_iso_ece_15,calibration_iso_ece_15,contrast,50,50,0,1,1,10,1,1,1,all_required_models,10,10,5000,0.0019314749103878964,-0.007948280403495829,0.011392824543028068,50,1,0.6988602279544092,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,logistic,calibration_iso_macro_f1,calibration_iso_macro_f1,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.008480624246543155,-0.013501254394194527,-0.0042172057362107095,80,2,0.0003999200159968006,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.05398920215956808,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,random_forest,calibration_iso_macro_f1,calibration_iso_macro_f1,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.00809268398317178,-0.012793668240680487,-0.0034705141901628404,80,2,0.0011997600479904018,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.128374325134973,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,extra_trees,calibration_iso_macro_f1,calibration_iso_macro_f1,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.004989278190566496,-0.008526458864973727,-0.0015174912075853334,80,2,0.007998400319936013,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,0.7918416316736653,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,hist_gradient_boosting,calibration_iso_macro_f1,calibration_iso_macro_f1,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,-0.0029467717587555453,-0.006726293452526065,0.0009977041255230684,80,2,0.14717056588682265,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model,all,cnn1d,calibration_iso_macro_f1,calibration_iso_macro_f1,contrast,80,80,0,2,2,10,1,1,1,all_required_models,10,10,5000,0.003539119569165179,-0.0024669315992226918,0.009217597720145016,80,2,0.25834833033393323,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,logistic,calibration_iso_macro_f1,calibration_iso_macro_f1,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.006118073707866725,-0.0154550968607568,0.0016351752222300486,30,1,0.1817636472705459,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,random_forest,calibration_iso_macro_f1,calibration_iso_macro_f1,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.006113903719659157,-0.014920436540450057,0.002441585487495345,30,1,0.1801639672065587,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
expanded_secondary,model_dataset,uci_har,extra_trees,calibration_iso_macro_f1,calibration_iso_macro_f1,contrast,30,30,0,1,1,10,1,1,1,all_required_models,10,10,5000,-0.0004769539750361393,-0.006584853943709487,0.005499436753350044,30,1,0.8770245950809838,defined,available participants within each dataset; model_availability_policy explicitly recorded; available repeated-seed values averaged within model,1.0,all_reported_expanded_secondary_contrasts_including_supplementary_scopes,270,270
