dataset,model,protocol,seed,representation,subject,n_windows,n_folds_contributed,method,accuracy,macro_f1,brier,nll,ece_15,confidence_gap,aurc,error,mean_confidence,overconfidence_positive_gap,overconfidence_negative_gap
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1637,748,1,iso,0.09759358288770054,0.10106976827492839,1.2653164231791365,11.52035343675928,0.5331863136406314,0.5331863136406314,0.7726489094231482,0.9024064171122994,0.6307798965283319,0.5331863136406314,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1638,792,1,raw,0.06691919191919192,0.048588448588448595,1.215814753677942,4.535860153403402,0.4435780001522014,0.4435780001522014,0.9772281506277034,0.9330808080808081,0.5104971920713933,0.4435780001522014,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1638,792,1,temp,0.06691919191919192,0.048588448588448595,0.9437378097193526,2.7626263557238784,0.12304085154754962,0.11401036689359247,0.9453480035228355,0.9330808080808081,0.18092955881278439,0.11401036689359247,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1638,792,1,iso,0.09722222222222222,0.07745095946284786,0.9863033227644504,3.591092646485238,0.2077362835828094,0.19012660561741707,0.9331563336501622,0.9027777777777778,0.2873488278396393,0.19012660561741707,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1639,748,1,raw,0.1443850267379679,0.10405795866788775,1.2097030973358758,6.762458019599247,0.41546221045568027,0.4082698955096026,0.7421706010735719,0.8556149732620321,0.5526549222475705,0.4082698955096026,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1639,748,1,temp,0.1443850267379679,0.10405795866788775,0.9733624152767889,3.1181220833963708,0.17860566308836923,0.09493837300746583,0.6851761351202402,0.8556149732620321,0.23932339974543373,0.09493837300746583,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1639,748,1,iso,0.1590909090909091,0.09127623394639102,0.9795937658087048,5.152766219132758,0.2717362386312198,0.22031483283592054,0.6381120789787816,0.8409090909090909,0.37940574192682963,0.22031483283592054,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1640,792,1,raw,0.1590909090909091,0.11149837108063372,1.0718731330406401,4.7622810373769076,0.34936630880140296,0.31686176528984855,0.7455684290284683,0.8409090909090909,0.4759526743807576,0.31686176528984855,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1640,792,1,temp,0.1590909090909091,0.11149837108063372,1.054489034458216,4.477509146805515,0.32783907113673133,0.28997823158751035,0.7448720688420444,0.8409090909090909,0.4490691406784194,0.28997823158751035,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1640,792,1,iso,0.16035353535353536,0.12379867599101203,1.070403361632274,9.241932409738933,0.30427067296423654,0.3042706729642366,0.811635364670249,0.8396464646464646,0.46462420831777196,0.3042706729642366,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1641,324,1,raw,0.7037037037037037,0.6633456113071996,0.42186520039525444,0.8964217388388084,0.1276355724275848,-0.10968417738690794,0.09494746650850873,0.2962962962962963,0.5940195263167958,0.0,-0.10968417738690794
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1641,324,1,temp,0.7037037037037037,0.6633456113071996,0.4313224664546871,0.9222546996186084,0.1512790568338184,-0.13551124456792663,0.09582677003922895,0.2962962962962963,0.5681924591357771,0.0,-0.13551124456792663
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1641,324,1,iso,0.6944444444444444,0.6670554763800317,0.4241297649260643,0.9693761838413416,0.08322997254276396,-0.049808527051388385,0.1110328124030345,0.3055555555555556,0.644635917393056,0.0,-0.049808527051388385
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1642,294,1,raw,0.43197278911564624,0.3693517582599956,0.8071002477910361,2.0719038125264877,0.2338965780982355,0.09622923305042747,0.48087089793528975,0.5680272108843538,0.5282020221660737,0.09622923305042747,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1642,294,1,temp,0.43197278911564624,0.3693517582599956,0.7686334424934369,1.9019305788258272,0.2237990874575482,-0.06995931219921947,0.4943636597932925,0.5680272108843538,0.36201347691642677,0.0,-0.06995931219921947
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1642,294,1,iso,0.47959183673469385,0.3971872638539306,0.7814918446172808,1.9671038612770249,0.23525159405281026,0.06354213766366357,0.47796698125747805,0.5204081632653061,0.5431339743983574,0.06354213766366357,0.0
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1643,322,1,raw,0.6614906832298136,0.6124941977883155,0.4577980592871563,0.9400940951632087,0.15345644099371775,-0.13325180104060197,0.15338336213560025,0.33850931677018636,0.5282388821892117,0.0,-0.13325180104060197
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1643,322,1,temp,0.6614906832298136,0.6124941977883155,0.5590589692960324,1.2305385228163377,0.2901473819465168,-0.2901473819465168,0.18192455444011102,0.33850931677018636,0.37134330128329684,0.0,-0.2901473819465168
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1643,322,1,iso,0.7484472049689441,0.7047206310332654,0.3975833581208372,0.8647803297665404,0.22429632122898632,-0.20946320678282482,0.08617432045560419,0.2515527950310559,0.5389839981861193,0.0,-0.20946320678282482
wisdm_watch_accel,cnn1d,subject_disjoint,20260917,raw_sensor_windows,wisdm_1644,336,1,raw,0.3392857142857143,0.302445070862291,0.7788612952320858,2.0897701462159364,0.09174781330373316,-0.04534384566137478,0.5099747317713753,0.6607142857142857,0.2939418686243395,0.0,-0.04534384566137478
